id,entity_name,semantic_name
C0085414,"Culture Media, Serum-Free","Indicator, Reagent, or Diagnostic Aid;"
C0085418,Neurofilament Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0085424,interleukin-9,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0085430,Blood Component Transfusion,Therapeutic or Preventive Procedure;
C0085434,"Angiomatosis, Bacillary",Disease or Syndrome;
C0085436,"Meningitis, Cryptococcal",Disease or Syndrome;
C0085437,"Meningitis, Bacterial",Disease or Syndrome;
C0085454,Myxococcus,Bacterium;
C0085494,Enterococcus,Bacterium;
C0085498,Gram-positive bacillus,Bacterium;
C0085508,Helicobacter,Bacterium;
C0085533,"Chemotherapy, Adjuvant",Therapeutic or Preventive Procedure;
C0085550,Cost Savings,Quantitative Concept;
C0085555,Hospice Care,Health Care Activity;
C0085559,intensive care,Health Care Activity;
C0085568,Buruli Ulcer,Disease or Syndrome;
C0085576,Iron-Refractory Iron Deficiency Anemia,Disease or Syndrome;
C0085581,Restrictive lung disease,Disease or Syndrome;
C0085584,Encephalopathies,Disease or Syndrome;
C0085590,catheter device,Medical Device;
C0085593,Chills,Sign or Symptom;
C0085594,Fever with chills,Sign or Symptom;
C0085595,Body odor,Finding;
C0085602,Polydipsia,Sign or Symptom;
C0085605,Liver Failure,Disease or Syndrome;
C0085623,Akinesia,Finding;
C0085624,Burning sensation,Sign or Symptom;
C0085631,Agitation,Sign or Symptom;
C0085633,Mood swings,Mental or Behavioral Dysfunction;
C0085636,Photophobia,Sign or Symptom;
C0085639,Falls,Finding;
C0085641,Pustular rash,Sign or Symptom;
C0085642,Livedo Reticularis,Disease or Syndrome;
C0085648,Synovial Cyst,Anatomical Abnormality;
C0085649,Peripheral edema,Pathologic Function;
C0085652,Pyoderma Gangrenosum,Disease or Syndrome;
C0085653,Pyogenic granuloma,Neoplastic Process;
C0085656,Nummular eczema,Disease or Syndrome;
C0085657,Pityriasis alba,Disease or Syndrome;
C0085659,Erythema marginatum,Disease or Syndrome;
C0085661,Onycholysis,Disease or Syndrome;
C0085663,Plasmacytosis,Disease or Syndrome;
C0085664,Cutaneous horn,Acquired Abnormality;
C0085666,Spider nevus,Disease or Syndrome;
C0085669,Acute leukemia,Neoplastic Process;
C0085692,"Cystitis, Hemorrhagic",Disease or Syndrome;
C0085694,Chronic cholecystitis,Disease or Syndrome;
C0085695,Chronic gastritis,Disease or Syndrome;
C0085696,Chronic prostatitis,Disease or Syndrome;
C0085697,Chronic pyelonephritis,Disease or Syndrome;
C0085699,Cardiac cirrhosis,Disease or Syndrome;
C0085702,Monocytosis,Disease or Syndrome;
C0085704,Exploratory laparotomy,Diagnostic Procedure;
C0085732,Ability,Organism Attribute;
C0085733,Absolute Alcohol,Organic Chemical;
C0085750,Adenosis of Breast,Neoplastic Process;
C0085756,African American,Population Group;
C0085762,Alcohol abuse,Mental or Behavioral Dysfunction;
C0085766,Aleuts,Population Group;
C0085772,Alpha radiation,Natural Phenomenon or Process;
C0085786,Hamman-Rich syndrome,Disease or Syndrome;
C0085795,amphotericin,Organic Chemical;Antibiotic;
C0085805,Androgen Binding Protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0085820,Antibody-Secreting Cells,Cell;
C0085860,"Autoimmune Syndrome Type II, Polyglandular",Disease or Syndrome;
C0085862,Independence,Idea or Concept;
C0085872,Basal lamina,Tissue;
C0085932,Bullous Dermatitis,Disease or Syndrome;
C0085936,business career,Occupational Activity;
C0085970,Case Histories,Intellectual Product;
C0085973,Case Study,Intellectual Product;
C0085978,Causations,Idea or Concept;
C0086032,Color Vision,Organism Function;
C0086035,Competence,Qualitative Concept;
C0086039,Compromising of Data,Qualitative Concept;
C0086045,Mental concentration,Mental Process;
C0086047,Conferences,Human-caused Phenomenon or Process;
C0086065,Corundum,Inorganic Chemical;
C0086091,Keratin-9,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0086117,"Finishing, Dental",Therapeutic or Preventive Procedure;
C0086143,Diagnostic tests,Diagnostic Procedure;
C0086152,Dietary Habits,Individual Behavior;
C0086153,Dietary Modification,Therapeutic or Preventive Procedure;
C0086168,Dissociation,Mental or Behavioral Dysfunction;
C0086181,Intravenous Drug Abuse,Mental or Behavioral Dysfunction;
C0086190,Illicit Drugs,Hazardous or Poisonous Substance;
C0086201,Elastica,Organic Chemical;
C0086222,Enhancer of transcription,"Nucleic Acid, Nucleoside, or Nucleotide;"
C0086227,Enterobiasis,Disease or Syndrome;
C0086237,"Epilepsy, Cryptogenic",Disease or Syndrome;
C0086282,Family member,Family Group;
C0086287,Females,Organism Attribute;
C0086296,film (photographic),Manufactured Object;
C0086312,Forests,Natural Phenomenon or Process;
C0086322,Futility,Qualitative Concept;
C0086323,G Force,Natural Phenomenon or Process;
C0086336,Gartner Ducts,Embryonic Structure;
C0086345,Molecular Genetics (discipline),Biomedical Occupation or Discipline;
C0086369,Grains,Plant;
C0086388,Health Care,Health Care Activity;
C0086390,Medical Care Team,Health Care Activity;
C0086409,Hispanics,Population Group;
C0086412,Histone H3.3,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0086418,Homo sapiens,Human;
C0086452,Immune-Associated Antigens,Immunologic Factor;
C0086466,Injectables,Pharmacologic Substance;
C0086484,Inuit population,Population Group;
C0086501,Keratoma,Acquired Abnormality;
C0086526,lateral geniculate complex,"Body Part, Organ, or Organ Component;"
C0086527,Lateral Hypothalamic Nucleus,"Body Part, Organ, or Organ Component;"
C0086530,Lawyer (occupation),Professional or Occupational Group;
C0086533,"Leiomyoma, Epithelioid",Neoplastic Process;
C0086534,Leishmania braziliensis braziliensis,Eukaryote;
C0086540,"Leishmaniasis, New World",Disease or Syndrome;
C0086541,Urban cutaneous leishmaniasis,Disease or Syndrome;
C0086543,Cataract,Disease or Syndrome;
C0086565,Liver Dysfunction,Finding;
C0086574,Lymphoid Cells,Cell;
C0086582,Males,Organism Attribute;
C0086589,Surrogate Markers,Clinical Attribute;
C0086590,Vegetable marrow,Food;
C0086595,Mean Survival Time,Quantitative Concept;
C0086597,Mediate,Social Behavior;
C0086610,Mesothelium,Tissue;
C0086623,Microtrabecular Lattice,Cell Component;
C0086692,Benign Neoplasm,Neoplastic Process;
C0086697,"Nerve Endings, Sensory",Cell Component;
C0086705,Newts,Amphibian;
C0086715,Normal Range,Quantitative Concept;
C0086767,Genus Panax,Plant;
C0086776,Parvovirus,Virus;
C0086805,Photons,Substance;
C0086809,Pilar cyst,Anatomical Abnormality;
C0086825,Police officer,Professional or Occupational Group;
C0086833,Population Heterogeneity,Group Attribute;
C0086839,Postpartum Period,Temporal Concept;
C0086873,Pseudopelade,Disease or Syndrome;
C0086881,Pulp Canals,Body Space or Junction;
C0086894,Rajiformes,Fish;
C0086899,Red Cell Mass result,Laboratory or Test Result;
C0086907,Renin-Angiotensin-Aldosterone System,Body System;
C0086908,Repetitive Region,Nucleotide Sequence;
C0086930,Risk Assessment,Health Care Activity;
C0086936,RNase Pch 1,"Amino Acid, Peptide, or Protein;Enzyme;"
C0086949,Salamanders,Amphibian;
C0086960,Schedule (document type),Intellectual Product;
C0086983,Silicates,Inorganic Chemical;
C0086996,Socioeconomic Status,Qualitative Concept;
C0087009,Hospital specialist,Professional or Occupational Group;
C0087031,Juvenile-Onset Still Disease,Disease or Syndrome;
C0087049,"Antigen T Cell Receptor, beta Chain","Amino Acid, Peptide, or Protein;Immunologic Factor;Receptor;"
C0087052,tonin,"Amino Acid, Peptide, or Protein;Enzyme;"
C0087071,Telomerase,"Amino Acid, Peptide, or Protein;Enzyme;"
C0087086,Thrombus,Pathologic Function;
C0087095,Tissue Banking,Health Care Activity;
C0087107,Transcultural Studies,Research Activity;
C0087111,Therapeutic procedure,Therapeutic or Preventive Procedure;
C0087130,Uncertainty,Finding;
C0087140,FOS gene,Gene or Genome;
C0087153,Ventilator - respiratory equipment,Medical Device;
C0087186,Irish (ethnic group),Population Group;
C0097550,Dystroglycans,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0097622,"5 alpha-reductase, unspecified","Amino Acid, Peptide, or Protein;"
C0101555,ATP-Dependent Proteases,"Amino Acid, Peptide, or Protein;Enzyme;"
C0102118,alendronate,Organic Chemical;Pharmacologic Substance;
C0102840,aluminum chloride,Pharmacologic Substance;Inorganic Chemical;
C0103097,ammonium tetrathiomolybdate,Pharmacologic Substance;Inorganic Chemical;
C0103489,anti-endotoxin antibodies,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0103647,Antineutrophil Cytoplasmic Antibodies,Immunologic Factor;
C0103767,APMT,Organic Chemical;Pharmacologic Substance;
C0104018,Aredia,Organic Chemical;Pharmacologic Substance;
C0104182,Arianor Steel Blue,Organic Chemical;
C0104300,Asalei,Organic Chemical;Pharmacologic Substance;
C0104940,Proto-Oncogene Proteins B-raf,"Amino Acid, Peptide, or Protein;Enzyme;"
C0105770,beta catenin,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0106127,beta sitosterol,Organic Chemical;Pharmacologic Substance;
C0106132,"Chorionic Gonadotropin, beta Subunit, Human","Amino Acid, Peptide, or Protein;Hormone;"
C0106158,TGF beta type III receptor,"Amino Acid, Peptide, or Protein;Receptor;"
C0106893,bone resorbing activity,"Amino Acid, Peptide, or Protein;"
C0107264,brown adipose tissue uncoupling protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0107994,cabergoline,Organic Chemical;Pharmacologic Substance;
C0108143,calcium stearate,Organic Chemical;Biomedical or Dental Material;
C0108754,CD56 Antigens,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0108773,CD2 Antigens,"Amino Acid, Peptide, or Protein;Immunologic Factor;Receptor;"
C0108779,CD3 Antigens,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0108793,"Antigens, CD55","Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0108799,"CD68 antigen, human","Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0109497,cholate,Organic Chemical;Pharmacologic Substance;Biologically Active Substance;
C0110609,Conium,Plant;
C0111873,Cytoclair,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;"
C0112983,dentin phosphoprotein (non-collagenous),"Amino Acid, Peptide, or Protein;"
C0113089,Dermatophagoides farinae antigen f 1,"Amino Acid, Peptide, or Protein;Enzyme;Immunologic Factor;"
C0113216,Desmogleins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0113222,Desmoglein 3,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0113223,desmycosin,Organic Chemical;
C0113517,Diacryl,Organic Chemical;
C0114346,Dimesna,Organic Chemical;Pharmacologic Substance;
C0115137,durapatite,Biomedical or Dental Material;
C0115685,elliptinium,Organic Chemical;Pharmacologic Substance;
C0115726,drebrin E1,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0116275,Eosinophil Granule Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0117002,Euthyroid (finding),Finding;
C0117059,Exopeptidase,"Amino Acid, Peptide, or Protein;Enzyme;"
C0117738,Filaggrin Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0118036,Fragile X Mental Retardation Protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0118229,fragmentin,"Amino Acid, Peptide, or Protein;Enzyme;"
C0119009,"HokC protein, E coli","Amino Acid, Peptide, or Protein;Biologically Active Substance;Hazardous or Poisonous Substance;"
C0120285,Green Fluorescent Proteins,"Amino Acid, Peptide, or Protein;Indicator, Reagent, or Diagnostic Aid;"
C0121419,hemorrhagin,"Amino Acid, Peptide, or Protein;Enzyme;"
C0122111,HMGA2 Protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0123471,India ink stain,"Indicator, Reagent, or Diagnostic Aid;"
C0123759,interleukin-12,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Immunologic Factor;"
C0124385,K-AQK1,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0124761,Ku autoantigen,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0126174,losartan,Organic Chemical;Pharmacologic Substance;
C0127082,Interstitial Collagenase,"Amino Acid, Peptide, or Protein;Enzyme;"
C0127088,mauve factor,Organic Chemical;
C0127092,Max protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0127169,McN 181,Organic Chemical;Pharmacologic Substance;
C0127306,mdm2 protein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0127400,Mediator brand of benfluorex hydrochloride,Organic Chemical;Pharmacologic Substance;
C0128557,Miral,Organic Chemical;Pharmacologic Substance;
C0129439,Myelin Associated Glycoprotein,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0132298,neurotrophic factor,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0132326,nevirapine,Organic Chemical;Pharmacologic Substance;
C0132555,nitric oxide synthase,"Amino Acid, Peptide, or Protein;Enzyme;"
C0132641,NLA 1,Organic Chemical;Pharmacologic Substance;
C0133211,nucleate endonuclease,"Amino Acid, Peptide, or Protein;Enzyme;"
C0133214,nucleinate,"Nucleic Acid, Nucleoside, or Nucleotide;Pharmacologic Substance;"
C0134123,Orthene,Organic Chemical;
C0134430,oxyntin,"Amino Acid, Peptide, or Protein;"
C0134596,p-ANCA,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0134835,P-Selectin,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0135572,PAX2 Transcription Factor,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0135788,PE type B,Biologically Active Substance;Hazardous or Poisonous Substance;
C0135862,imperialine,Organic Chemical;Pharmacologic Substance;
C0136137,Perm cross-linked resin,Biomedical or Dental Material;
C0137137,Pitch - substance,Organic Chemical;
C0137956,Pore Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0138495,Proclival,Organic Chemical;Pharmacologic Substance;
C0138741,Prostate-Specific Antigen,"Amino Acid, Peptide, or Protein;Enzyme;Immunologic Factor;"
C0140145,"APEX1 protein, human","Amino Acid, Peptide, or Protein;Enzyme;"
C0140704,ribonuclease PL1,"Amino Acid, Peptide, or Protein;Enzyme;"
C0140996,RTI-COC 31,Organic Chemical;Pharmacologic Substance;
C0141599,Saturn,Geographic Area;
C0141729,Schizandra preparation,Organic Chemical;Pharmacologic Substance;
C0141746,SCLEX,Organic Chemical;Pharmacologic Substance;
C0142033,serine containing aminolipid,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0142580,"PI3 protein, human","Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0142825,sodium citrate,Organic Chemical;Pharmacologic Substance;
C0142986,solcograft-P,"Amino Acid, Peptide, or Protein;"
C0143146,Pulmonary Surfactant-Associated Protein A,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0143995,Suffix brand of benzoylprop-ethyl,Organic Chemical;Hazardous or Poisonous Substance;
C0144112,sulfomucins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0144168,Suprastin,Organic Chemical;Pharmacologic Substance;
C0144293,Syringol,Organic Chemical;
C0144488,tamase,"Amino Acid, Peptide, or Protein;Enzyme;"
C0145464,"TFE3 protein, human","Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0145779,Thrombomodulin,"Amino Acid, Peptide, or Protein;Receptor;"
C0145958,Tinset,Organic Chemical;Pharmacologic Substance;
C0146215,toness,Organic Chemical;Pharmacologic Substance;
C0146462,E2F transcription factors,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0147022,trophoblast protein 1,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Immunologic Factor;"
C0147080,TRYPTASE,"Amino Acid, Peptide, or Protein;Enzyme;"
C0147238,tunic,Organic Chemical;Pharmacologic Substance;
C0148323,Shiga Toxins,Organic Chemical;Hazardous or Poisonous Substance;
C0148405,Vinegar,"Organic Chemical;Pharmacologic Substance;Indicator, Reagent, or Diagnostic Aid;"
C0148445,"viral enhancing factor, Trichoplusia ni granulosa virus","Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0148754,Wilt Pruf,Organic Chemical;
C0148873,WT1 Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0149514,Acute bronchitis,Disease or Syndrome;
C0149516,Chronic sinusitis,Disease or Syndrome;
C0149517,Chronic tonsillitis,Disease or Syndrome;
C0149518,Acute gastritis,Disease or Syndrome;
C0149520,Acute Cholecystitis,Disease or Syndrome;
C0149521,"Pancreatitis, Chronic",Disease or Syndrome;
C0149524,Acute prostatitis,Disease or Syndrome;
C0149525,Calculus of prostate,Disease or Syndrome;
C0149526,Allergic urticaria,Disease or Syndrome;
C0149533,Control of hemorrhage,Therapeutic or Preventive Procedure;
C0149537,Entire areola of nipple,"Body Part, Organ, or Organ Component;"
C0149538,Skin structure of breast,"Body Part, Organ, or Organ Component;"
C0149543,Base of skull structure,Body Location or Region;
C0149555,Third ventricle structure,Body Space or Junction;
C0149596,Vestibular fold,"Body Part, Organ, or Organ Component;"
C0149601,Structure of conus medullaris,"Body Part, Organ, or Organ Component;"
C0149617,AMPUTATION OF DIGIT,Therapeutic or Preventive Procedure;
C0149649,Cholesterol Embolism,Disease or Syndrome;
C0149651,Clubbing,Anatomical Abnormality;
C0149676,Enzyme Deficiency,Disease or Syndrome;
C0149678,Epstein-Barr Virus Infections,Disease or Syndrome;
C0149721,Left Ventricular Hypertrophy,Disease or Syndrome;
C0149722,Hutchinson's Melanotic Freckle,Neoplastic Process;
C0149726,Lung mass,Finding;
C0149736,Mass of neck,Finding;
C0149741,nipple discharge,Sign or Symptom;
C0149744,Oral lesion,Finding;
C0149745,Oral Ulcer,Disease or Syndrome;
C0149756,"Fasciitis, Plantar",Disease or Syndrome;
C0149766,Senile purpura,Disease or Syndrome;
C0149770,Rectal abscess,Pathologic Function;
C0149771,Rectocele,Acquired Abnormality;
C0149776,Shoulder Injuries,Injury or Poisoning;
C0149777,Abscess of skin AND/OR subcutaneous tissue,Pathologic Function;
C0149779,Somatization,Mental or Behavioral Dysfunction;
